,Institution,Faculty Name,Field,HomePage,Research Interests,Scholar Url,h_index,i10_index,Image
215,Indian Institute of Technology Guwahati,Pallab Ghosh,Chemical Engineering,https://iitg.ac.in/iitg_faculty_details?name=Pallab-Ghosh&fac=cmlHTHZpTnN1bTEzV2MzQzJwYUFUZz09,"[ 'Colloid and Interface Science ' , ' Reaction Engineering ' , ' and Advanced Oxidation Processes ' ]",https://scholar.google.co.in/citations?user=zJOfvfUAAAAJ,48,139,https://iitg.ac.in/storage/faculty/9350faculty.JPG
216,Indian Institute of Technology Guwahati,Pankaj Biswas,Mechanical Engineering,https://iitg.ac.in/iitg_faculty_details?name=Pankaj-Biswas&fac=WVp5Mlg2ajI1NE1QVWxxbUp6SXFFQT09,[ 'FEM | Computational weld mechanic | Line heat | Manufacturing and Design | Soft compute modeling of weld process | Solid state weld | ' ],https://scholar.google.co.in/citations?user=dfvFBBMAAAAJ,54,139,https://iitg.ac.in/storage/faculty/1246img.jpg
217,Indian Institute of Technology Guwahati,Parameswar Krishnan Iyer,Chemistry Centre for Nanotechnology Centre for Drone Technology,https://iitg.ac.in/iitg_faculty_details?name=Parameswar%20Krishnan-Iyer&fac=UG01NnYraXA3UnBGaTg1VEhEa0ZDZz09,"[ 'Organic and Polymer synthesis ' , ' Bio & Chemosensors ' , ' Optoelectronic device ' ]",https://scholar.google.co.in/citations?user=Y2aowXAAAAAJ,45,164,https://iitg.ac.in/storage/faculty/93812.jpg
218,Indian Institute of Technology Guwahati,Partha Sarathi Mandal,Mathematics,https://iitg.ac.in/iitg_faculty_details?name=Partha%20Sarathi-Mandal&fac=M0NKWExEYnYwZEFUY2ZyTkZYUnhkZz09,"[ 'Distributed Algorithms for Swarm Robots Algorithmic aspect of Wireless Sensor Networks Approximation Algorithms for Sweep Coverage Localization ' , ' Secure localization Fault-Tolerant Distributed Algorithms Self-stabilization ' ]",https://scholar.google.co.in/citations?user=IYpR6WkAAAAJ,12,15,https://iitg.ac.in/storage/faculty/1292psm-maths.jpg
219,Indian Institute of Technology Guwahati,Pinakeswar Mahanta,Mechanical Engineering,https://iitg.ac.in/iitg_faculty_details?name=Pinakeswar-Mahanta&fac=U3lFMkdkUm9vZUNRbmNibjJqL1FXZz09,[ 'Thermal Radiation with Participating Media | Fluidization | Energy Conservation and Renewable Energy | ' ],https://scholar.google.co.in/citations?user=t0viKX4AAAAJ,35,105,https://iitg.ac.in/storage/faculty/1525img.jpg
220,Indian Institute of Technology Guwahati,Prabirkumar Saha,Chemical Engineering Mehta Family School of Data Science and Artificial Intelligence,https://iitg.ac.in/iitg_faculty_details?name=Prabirkumar-Saha&fac=K3gxdjU3TnpRQm1mSnQwWFl2V2VSZz09,"[ 'Process Modelling ' , ' Optimization and control ' , ' Membrane Based separation Process . ' ]",https://scholar.google.co.in/citations?user=KmcDxokAAAAJ,40,89,https://iitg.ac.in/storage/faculty/4804faculty.JPG
221,Indian Institute of Technology Guwahati,Pradip Kr. Das,Computer Science and Engineering Centre for Linguistic Science and Technology Centre for Drone Technology,https://iitg.ac.in/iitg_faculty_details?name=Pradip-Kr.%20Das&fac=RjBCaTkzQ2xkK0syZ1FwcFowdGYzQT09,"[ 'Speech Processing ' , ' Man-Machine Intelligence Systems ' , ' Algorithms ' , ' Software Engineering ' , ' Smart Devices ' , ' Mobile Robotics ' ]",https://scholar.google.co.in/citations?user=FCKLeO8AAAAJ,16,30,https://iitg.ac.in/storage/faculty/5584faculty.JPG
222,Indian Institute of Technology Guwahati,Pranab Goswami,Biosciences and Bioengineering,https://iitg.ac.in/iitg_faculty_details?name=Pranab-Goswami&fac=ajFyT0xpOVFoVEQ1VU5RcUxhYTNGQT09,[ 'Biosensors and Biofuel cell ' ],https://scholar.google.co.in/citations?user=YV5TfOkAAAAJ,36,72,https://iitg.ac.in/storage/faculty/5584img.jpg
223,Indian Institute of Technology Guwahati,Pranab K. Ghosh,Civil Engineering Centre for the Environment Centre for Sustainable Water Research,https://iitg.ac.in/iitg_faculty_details?name=Pranab-K.%20Ghosh&fac=TkkxelJCMmc2cWlEajRtV3pDS3E5UT09,[ ' * Water treatment for domestic and industrial use * Domestic and Industrial wastewater treatment * Sludge treatment by physicochemical and biological process ' ],https://scholar.google.co.in/citations?user=9Z4kD-sAAAAJ,69,173,https://iitg.ac.in/storage/faculty/68054339faculty.JPG
224,Indian Institute of Technology Guwahati,Pravat Kumar Giri,Physics Centre for Nanotechnology,https://iitg.ac.in/iitg_faculty_details?name=Pravat-Kumar%20Giri&fac=bGZKMWV2NVZDZUsvR05SNUZKMGJ3UT09,"[ 'Semiconductor nanostructures ' , ' Ion-solid interaction ' , ' Optoelectronic material & device ' , ' Nanotechnology . ' ]",https://scholar.google.co.in/citations?user=9Z4kD-sAAAAJ,69,173,https://iitg.ac.in/storage/faculty/891faculty.JPG
225,Indian Institute of Technology Guwahati,Praveen Kumar,Electronics and Electrical Engineering,https://iitg.ac.in/iitg_faculty_details?name=Praveen-Kumar&fac=SkFHSVdNMmVqTW4xUHd1aXVzVDBUZz09,"[ 'Optimization of electrical motor and drive ' , ' Algorithm development for Multi-objective optimization and multicriteria decision making in engineering system ' , ' Simulation and design of electrical motor and actuator use Finite Element Methods ( FEM ) ' , ' Analytical modeling of electrical motor for rapid simulation ' , ' Simulation and Analysis of Hybrid and Electric Vehicles . ' ]",https://scholar.google.co.in/citations?user=9Z4kD-sAAAAJ,69,173,https://iitg.ac.in/storage/faculty/4454praveenk.jpg
226,Indian Institute of Technology Guwahati,Priyankoo Sarmah,Humanities and Social Sciences Centre for Linguistic Science and Technology,https://iitg.ac.in/iitg_faculty_details?name=Priyankoo%20Sarmah-&fac=akRJYnAyc3pLcnZ2SWk1K0RONHRuZz09,[ 'Phonetics Phonology Tibeto-Burman Tones Perception of Tones Tibeto-Burman Languages ' ],https://scholar.google.co.in/citations?user=sSireQwAAAAJ,6,5,https://iitg.ac.in/storage/faculty/3468faculty.JPG
227,Indian Institute of Technology Guwahati,Purandar Bhaduri,Computer Science and Engineering,https://iitg.ac.in/iitg_faculty_details?name=Purandar-Bhaduri&fac=Y0tsZ1dQdDhoVCt3V3F6YWhjaCtDZz09,"[ 'Formal Verification of Reactive/Embedded/Cyber-Physical Systems ' , ' Controller Synthesis ' , ' Logic and Semantics of Computation ' ]",https://scholar.google.co.in/citations?user=7tECeygAAAAJ,3,1,https://iitg.ac.in/storage/faculty/3460faculty.JPG
228,Indian Institute of Technology Guwahati,R. Ganesh Narayanan,Mechanical Engineering Centre for Disaster Management and Research,https://iitg.ac.in/iitg_faculty_details?name=R.%20Ganesh-Narayanan&fac=R3ZCZ2crV2w3R2F2ODFCR3pqZzI2UT09,[ 'Material Forming and Joining | ' ],https://scholar.google.co.in/citations?user=sv0ewDkAAAAJ,7,7,https://iitg.ac.in/storage/faculty/9711RGN_NEWPHOTO.jpg
229,Indian Institute of Technology Guwahati,Rajan Choudhary,Civil Engineering,https://iitg.ac.in/iitg_faculty_details?name=Rajan-Choudhary&fac=blFhMGdab2xVY0xiZXRZQlVmVWRhUT09,"[ ' * Pavement Design ' , ' Construction and Evaluation * Design and Performance of Recycled Asphalt Pavements * Pavement Maintenance and Rehabilitation * Design and Construction of Rural Roads * Use of Waste and Marginal Materials in Road Construction * Sustainable Pavement Construction through Innovative Technologies * Road Safety Engineering ' ]",https://scholar.google.co.in/citations?user=45WxuzcAAAAJ,8,8,https://iitg.ac.in/storage/faculty/8185RC.jpg
230,Indian Institute of Technology Guwahati,Rajaram Swaminathan,Biosciences and Bioengineering,https://iitg.ac.in/iitg_faculty_details?name=Rajaram-Swaminathan&fac=RFBoUE9aRjhMWEdNT0dIQVhkQU4rZz09,[ ' A . Biophotonics B . Protein Structure and Dynamics C. Proteome Analysis D. Consequences of molecular crowd inside live cell ' ],https://scholar.google.co.in/citations?user=grSJPrsAAAAJ,21,27,https://iitg.ac.in/storage/faculty/2185img.jpg
231,Indian Institute of Technology Guwahati,Rajen Kumar Sinha,Mathematics,https://iitg.ac.in/iitg_faculty_details?name=Rajen%20Kumar-Sinha&fac=c0tpQUlNSjI2S09qVzB4WkxuRm1Wdz09,"[ 'Finite Element Method ( FEM ) ' , ' Mixed FEM ' , ' Finite Volume Element Method ' , ' Adaptive method for PDEs ' , ' PIDEs and Interface Problems ' ]",https://scholar.google.co.in/citations?user=9Z4kD-sAAAAJ,69,173,https://iitg.ac.in/storage/faculty/1871rajen.jpg
232,Indian Institute of Technology Guwahati,Rajib Kumar Bhattacharjya,Civil Engineering Centre for Disaster Management and Research Centre for Sustainable Water Research,https://iitg.ac.in/iitg_faculty_details?name=Rajib-Kumar%20Bhattacharjya&fac=cE41UVRnNjhzOEdlWndFMzFPNWZIUT09,[ ' * Computational Hydraulics * Impact of Climate Change * Surface water Groundwater Interaction * Assessment and Management of Groundwater Resources * Flood Modeling * Assessment of Flood Hazard and Vulnerability * Optimization method * Artificial neural network ' ],https://scholar.google.co.in/citations?user=9Z4kD-sAAAAJ,69,173,https://iitg.ac.in/storage/faculty/5584index.jpg
233,Indian Institute of Technology Guwahati,Rajiv Tiwari,Mechanical Engineering,https://iitg.ac.in/iitg_faculty_details?name=Rajiv-Tiwari&fac=MEtpWklHUjVaZStyM3BwQ2FHZnJVdz09,[ 'APPLICATION OF ACTIVE MAGNETIC BEARINGS IN ROTORS | Vibration | Identification in Mechanical Systems | Rotor Dynamics | Rolling Element Bearing Design and Analysis | Vibrations base Condition Monitoring of Industrial Rotating Machines | ' ],https://scholar.google.co.in/citations?user=6brtIN0AAAAJ,35,88,https://iitg.ac.in/storage/faculty/920img.jpg
234,Indian Institute of Technology Guwahati,Rakhesh Singh Kshetrimayum,Electronics and Electrical Engineering,https://iitg.ac.in/iitg_faculty_details?name=Rakhesh-Singh%20Kshetrimayum&fac=a1QzNlBHWm56RmRDakoyR3JHbnY5Zz09,"[ 'Antennas ' , ' Microwaves and Communications ' ]",https://scholar.google.co.in/citations?user=RecJ8mAAAAAJ,22,63,https://iitg.ac.in/storage/faculty/423faculty.JPG
235,Indian Institute of Technology Guwahati,Ramgopal V. S. Uppaluri,Chemical Engineering Centre for the Environment Centre for Indian Knowledge Systems Centre for Sustainable Water Research School of Agro and Rural Technology,https://iitg.ac.in/iitg_faculty_details?name=Ramgopal%20V.%20S.-Uppaluri&fac=MUFPamxsdGEzSTJPc0VJTVRGalpPdz09,"[ 'Major : Electroless Plating ' , ' Evolutionary Engineering Optimization ' , ' Low Cost Ceramic Membranes ' , ' Microfiltration Minor : Bio-systems Engineering ' , ' Polymer-natural fiber composite ' , ' Process Design & Techno-economics ' , ' Refinery Engineering ' , ' Reservoir Engineering Extracurricular : Synthesis of Science and Spirituality ' ]",https://scholar.google.co.in/citations?user=qOl1YgEAAAAJ,61,176,https://iitg.ac.in/storage/faculty/683513c12444d401f0bbb89688e3acd1772f.jpg
236,Indian Institute of Technology Guwahati,Ratnajit Bhattacharjee,Electronics and Electrical Engineering Mehta Family School of Data Science and Artificial Intelligence Centre for Sustainable Water Research,https://iitg.ac.in/iitg_faculty_details?name=Ratnajit-Bhattacharjee&fac=UXFIbm5SejdMaW1jdDNTVHZvQVN5QT09,"[ 'Microwave Engineering ' , ' Microstrip Antennas ' , ' Electromagnetics ' , ' Wireless Communication ' ]",https://scholar.google.co.in/citations?user=PQkk6roAAAAJ,14,20,https://iitg.ac.in/storage/faculty/2146faculty.JPG
237,Indian Institute of Technology Guwahati,Rohit Sinha,Electronics and Electrical Engineering Centre for Linguistic Science and Technology,https://iitg.ac.in/iitg_faculty_details?name=Rohit-Sinha&fac=cEdFTS9WUXZPbjA1a2VXRXViZVJpZz09,"Speech and Audio Processing , Speech Recognition , Signal Processing",https://scholar.google.co.in/citations?user=TnFe6usAAAAJ,24,49,https://iitg.ac.in/storage/faculty/4881rohitsinha1.jpg
238,Indian Institute of Technology Guwahati,Rupam Barman,Mathematics,https://iitg.ac.in/iitg_faculty_details?name=Rupam-Barman&fac=TklHZHBxS2RsWkIzT3NabFE1UjViUT09,Number Theory,https://scholar.google.co.in/citations?user=5uhjLmoAAAAJ,9,9,https://iitg.ac.in/storage/faculty/6779rb-maths.jpg
239,Indian Institute of Technology Guwahati,S Senthilmurugan,Chemical Engineering Centre for the Environment Centre for Sustainable Water Research,https://iitg.ac.in/iitg_faculty_details?name=S-Senthilmurugan&fac=R0V3K2pQQU5tR0lRZldCNlFpWHhrdz09,"Modeling and Optimization of Novel Processes , Process Design and Operation of Membrane Separation Processes , Waste and waste water treatment ( WWWT ) for Process Industries , Novel Desalination Technologies , Smart Water Grid , Waste to Energy",https://scholar.google.co.in/citations?user=UvXKUnIAAAAJ,20,38,https://iitg.ac.in/storage/faculty/9717faculty.JPG
240,Indian Institute of Technology Guwahati,S Senthilkumar,Biosciences and Bioengineering Centre for the Environment Centre for Sustainable Polymers,https://iitg.ac.in/iitg_faculty_details?name=S-Senthilkumar&fac=K0VYUDNRYnNMSTdjaUtvMkFGNFNFZz09,"Biocalorimetry , BioPAT , Real-time monitoring and control of bioprocess system",https://scholar.google.co.in/citations?user=l69ukGYAAAAJ,19,34,https://iitg.ac.in/storage/faculty/34316424img.jpg
241,Indian Institute of Technology Guwahati,S. V. Rao,Computer Science and Engineering,https://iitg.ac.in/iitg_faculty_details?name=S.-V.%20Rao&fac=OGdDRzRMZExDMUZ2bmJnelRXVFRQZz09,"Wireless Networks , Software Defined Networking , Algorithms",https://scholar.google.co.in/citations?user=qOl1YgEAAAAJ,61,176,https://iitg.ac.in/storage/faculty/6189faculty.JPG
242,Indian Institute of Technology Guwahati,Sachin Kumar,Biosciences and Bioengineering Centre for Disaster Management and Research Centre for Sustainable Polymers,https://iitg.ac.in/iitg_faculty_details?name=Sachin-Kumar&fac=MXBHZDFhM2JvdGovWVB5QlMwZVpMQT09,Molecular biology of paramyxovirus,https://scholar.google.co.in/citations?user=9Z4kD-sAAAAJ,69,173,https://iitg.ac.in/storage/faculty/4563img.jpg
243,Indian Institute of Technology Guwahati,Sajal K. Deb,Civil Engineering,https://iitg.ac.in/iitg_faculty_details?name=Sajal-K.%20Deb&fac=UUlyeVgxbDNBbEVyRFNVUW82bnB0QT09,* Passive and semi-active control * Application of HyFRC for ductility enhancement . * System identification & structural health monitoring * Seismic vulnerability assessment,https://scholar.google.co.in/citations?user=9Z4kD-sAAAAJ,69,173,https://iitg.ac.in/storage/faculty/1090faculty.JPG
244,Indian Institute of Technology Guwahati,Sambit Mallick,Humanities and Social Sciences Centre for Sustainable Polymers,https://iitg.ac.in/iitg_faculty_details?name=Sambit-Mallick&fac=V2wyQjZtc1FiUjF4bSsrZExKOG5kZz09,Sociology,https://scholar.google.co.in/citations?user=UepEdlUAAAAJ,11,12,https://iitg.ac.in/storage/faculty/7989SM-HSS.jpg
245,Indian Institute of Technology Guwahati,Sandip Paul,Chemistry,https://iitg.ac.in/iitg_faculty_details?name=Sandip-Paul&fac=eXZkK2Y5aTJWT3VBK3hRRkF6SkN4UT09,Computational Biophysics and Chemistry .,https://scholar.google.co.in/citations?user=u2LicBYAAAAJ,25,53,https://iitg.ac.in/storage/faculty/5953Sandip_paul.jpg
246,Indian Institute of Technology Guwahati,"Sanjukta Patra (Head, SART)",Biosciences and Bioengineering Centre for the Environment School of Agro and Rural Technology,"https://iitg.ac.in/iitg_faculty_details?name=Sanjukta-Patra%20%20(Head,%20SART)&fac=YlVUWGxsOE1nUzZpaWcyR1p3dTZZdz09",Enzyme and Microbial Technology,https://scholar.google.co.in/citations?user=CvCugMQAAAAJ,8,6,https://iitg.ac.in/storage/faculty/1677img.jpg
247,Indian Institute of Technology Guwahati,Santosha K. Dwivedy,Mechanical Engineering Centre for Intelligent Cyber-Physical Systems Centre for Sustainable Water Research Centre for Drone Technology,https://iitg.ac.in/iitg_faculty_details?name=Santosha-K.%20Dwivedy&fac=aE1jUnpMTTlvejhKQ1FtMWFLeVFEdz09,Design and Robotics | Non-linear Dynamics | Vibration |,https://scholar.google.co.in/citations?user=9Z4kD-sAAAAJ,69,173,https://iitg.ac.in/storage/faculty/8566img.jpg
248,Indian Institute of Technology Guwahati,"Sashindra K. Kakoty (Founder, SART)",School of Business Mechanical Engineering School of Agro and Rural Technology,"https://iitg.ac.in/iitg_faculty_details?name=Sashindra-K.%20Kakoty%20%20%20(Founder,%20SART)&fac=MEZJeDd6UUtNeThlMXV0SzJGVUpudz09",Rural Technology | Mechanical System Design | Tribology | Duct Acoustics |,https://scholar.google.co.in/citations?user=9Z4kD-sAAAAJ,69,173,https://iitg.ac.in/storage/faculty/960sk.jpg
249,Indian Institute of Technology Guwahati,Saswati Chakraborty,Civil Engineering Centre for the Environment,https://iitg.ac.in/iitg_faculty_details?name=Saswati-Chakraborty&fac=RzJkYWZvV0NLbzBKWWhXS0gxZ1RHZz09,* Water and Wastewater Treatment * Biodegradation of Industrial Wastewater * Removal of Heavy Metals from Wastewater,https://scholar.google.co.in/citations?user=xrvZPdwAAAAJ,25,53,https://iitg.ac.in/storage/faculty/7835faculty.JPG
250,Indian Institute of Technology Guwahati,Satyajit Panda,Mechanical Engineering,https://iitg.ac.in/iitg_faculty_details?name=Satyajit-Panda&fac=OVl1S3YyTFFWOTNDeHYyeHhocDREQT09,FEM | Smart material and structure | Micromechanics | Composite material | Nonlinear vibration | Functionally Graded material and structure |,https://scholar.google.co.in/citations?user=afP23goAAAAJ,19,26,https://iitg.ac.in/storage/faculty/6330img.jpg
251,Indian Institute of Technology Guwahati,Saurabh Basu,Physics,https://iitg.ac.in/iitg_faculty_details?name=Saurabh-Basu&fac=SVVjaE14UkkyT1hzS1B4aUdqcUdnQT09,"Area of correlated electron system with the main focus on bosonic superfluidity in ( optical ) lattice , Effctive model in Fermionic system , Quantum Information theory apply to Condensed matter Physics , BCE-BEC crossover etc .",https://scholar.google.co.in/citations?user=YTdrtRwAAAAJ,18,27,https://iitg.ac.in/storage/faculty/6430faculty.JPG
252,Indian Institute of Technology Guwahati,Sawmya Ray,Humanities and Social Sciences,https://iitg.ac.in/iitg_faculty_details?name=Sawmya-Ray&fac=Y05xSWRIZEV0YlpaZGg3NXVLTlBzUT09,* Sociology of Gender * Sociology of Communication * Sociology of Law * Human Rights,https://scholar.google.co.in/citations?user=9jiwuBIAAAAJ,7,6,https://iitg.ac.in/storage/faculty/4788182b2520b9a193f33726c7b64be8c155.jpg
253,Indian Institute of Technology Guwahati,Seenipandian Ravi,Physics,https://iitg.ac.in/iitg_faculty_details?name=Seenipandian-Ravi&fac=TW8yWDhyVW0xaExOQlRLem8vSE93Zz09,"Magnetism , Superconductivity , Low temperature Physics .",https://scholar.google.co.in/citations?user=SADBPoUAAAAJ,14,20,https://iitg.ac.in/storage/faculty/8460faculty.JPG
254,Indian Institute of Technology Guwahati,Shaik Rafi Ahamed,Electronics and Electrical Engineering,https://iitg.ac.in/iitg_faculty_details?name=Shaik%20Rafi-Ahamed&fac=WExVYlU1VHMzZ3d3T3B1cUhMYVAydz09,"Adaptive Signal Processing , VLSI Signal Processing , Biomedical Signal Processing , Mobile Communications .",https://scholar.google.co.in/citations?user=2cq-lysAAAAJ,20,33,https://iitg.ac.in/storage/faculty/6996faculty.JPG
255,Indian Institute of Technology Guwahati,Shankar Prasad Kanaujia,Biosciences and Bioengineering,https://iitg.ac.in/iitg_faculty_details?name=Shankar%20Prasad-Kanaujia&fac=Tk1CNXB1eXowd282WWFObWU4US9jZz09,Structural Biology and Bioinformatics Studies,https://scholar.google.co.in/citations?user=Zt4JSNYAAAAJ,9,9,https://iitg.ac.in/storage/faculty/9642img.jpg
256,Indian Institute of Technology Guwahati,Sharad Gokhale,Civil Engineering Centre for the Environment,https://iitg.ac.in/iitg_faculty_details?name=Sharad-Gokhale&fac=NTQxUFlpdGErUUh2alJPNE1uenpCdz09,Environmental Engineering,https://scholar.google.co.in/citations?user=uLja4h8AAAAJ,22,31,https://iitg.ac.in/storage/faculty/1305faculty.JPG
257,Indian Institute of Technology Guwahati,Shivashankar B. Nair,Computer Science and Engineering Centre for Intelligent Cyber-Physical Systems,https://iitg.ac.in/iitg_faculty_details?name=Shivashankar%20B.-Nair&fac=dlFPTzJYVWx0ay82SFAyaE5WTUt2dz09,"Artificial Intelligence , Intelligent and Nature-Inspired & Emotional Robots , Mobile Agent base system , Artificial Immune Systems , Intelligent Internet of Things , Cyber-Physical Systems , Natural Language Processing , Genetic Algorithms , Fuzzy Systems & Neural Networks",https://scholar.google.co.in/citations?user=shLBfaQAAAAJ,132,654,https://iitg.ac.in/storage/faculty/1964faculty.JPG
258,Indian Institute of Technology Guwahati,Shreemayee Bora,Mathematics,https://iitg.ac.in/iitg_faculty_details?name=Shreemayee-Bora&fac=QXBDeFgvN2xEcWU5UTZuWVdBcFl1UT09,"Eigenvalue Problems , Spectral Perturbation Theory",https://scholar.google.co.in/citations?user=3WHn3QMAAAAJ,39,76,https://iitg.ac.in/storage/faculty/1293faculty.JPG
259,Indian Institute of Technology Guwahati,Shrikrishna N. Joshi,Mechanical Engineering,https://iitg.ac.in/iitg_faculty_details?name=Shrikrishna-N.%20Joshi&fac=YmdQZ051bVhUYW10WVV2TUhFbXNVQT09,Computer aid design and manufacturing | Process modeling and optimization of advanced manufacturing process | Laser base manufacturing : micro-machining ; bend | Mechatronics and manufacture automation |,https://scholar.google.co.in/citations?user=shLBfaQAAAAJ,132,654,https://iitg.ac.in/storage/faculty/912img.jpg
260,Indian Institute of Technology Guwahati,Shyamanta M. Hazarika,Mechanical Engineering Centre for Linguistic Science and Technology,https://iitg.ac.in/iitg_faculty_details?name=Shyamanta-M.%20Hazarika&fac=SXUxU0plbkFyaG5EYkhYTFVBdVFydz09,Cognitive Systems | Knowledge Representation and Reasoning | Artificial Intelligence | Biomimetic Robotics | Machine Learning | Robotic Neurorehabilitation |,https://scholar.google.co.in/citations?user=9Z4kD-sAAAAJ,69,173,https://iitg.ac.in/storage/faculty/3106SMH-Latest.jpg
261,Indian Institute of Technology Guwahati,Siddhartha P. Chakrabarty,Mathematics Mehta Family School of Data Science and Artificial Intelligence School of Business,https://iitg.ac.in/iitg_faculty_details?name=Siddhartha%20P.-Chakrabarty&fac=cTBaVHIxdGhQNTZkM2E2bWNlTEM5dz09,"Mathematical Biology , Mathematical Finance",https://scholar.google.co.in/citations?user=9Z4kD-sAAAAJ,69,173,https://iitg.ac.in/storage/faculty/9097pratim.jpg
262,Indian Institute of Technology Guwahati,Siddhartha S. Ghosh,Biosciences and Bioengineering Centre for Nanotechnology,https://iitg.ac.in/iitg_faculty_details?name=Siddhartha%20S.-Ghosh&fac=RHR4YzFVcUhwOWpzMVdDck9lOUxYZz09,"Cancer Therapeutics , Nanotheranostics , Exploring New Areas such as , EMT dynamic in microfluidics , Exosomes and Notch signal in cancer",https://scholar.google.co.in/citations?user=qOl1YgEAAAAJ,61,176,https://iitg.ac.in/storage/faculty/2632be9d85d7008403162526611045ad3b2.jpg
263,Indian Institute of Technology Guwahati,Sisir Kumar Nayak,Electronics and Electrical Engineering,https://iitg.ac.in/iitg_faculty_details?name=Sisir%20Kumar-Nayak&fac=SElFM2ZHYU11d3YzMmRjTTRMM2NHdz09,"Power flow analysis in AC and DC traction power system , Electromagnetics , Lightning interaction with an electrical and mechanical system , High Voltage Engineering",https://scholar.google.co.in/citations?user=9Z4kD-sAAAAJ,69,173,https://iitg.ac.in/storage/faculty/5401faculty.JPG
264,Indian Institute of Technology Guwahati,Sitangshu Bikas Santra,Physics,https://iitg.ac.in/iitg_faculty_details?name=Sitangshu-Bikas%20Santra&fac=VDY1S0x4QjIzbmlMTnVUa1hLSm1KZz09,"Condensed Matter Physics , Statistical Physics .",https://scholar.google.co.in/citations?user=bCQK6Q4AAAAJ,13,14,https://iitg.ac.in/storage/faculty/5459faculty.JPG
265,Indian Institute of Technology Guwahati,Somanath Majhi,Electronics and Electrical Engineering,https://iitg.ac.in/iitg_faculty_details?name=Somanath-Majhi&fac=d1BrTWlodFVKVHA4ODB5Q05PbjJIZz09,"Relay Based Identification and Autotuning , Control Systems , Control Theory Applications .",https://scholar.google.co.in/citations?user=17BpQ8UAAAAJ,30,63,https://iitg.ac.in/storage/faculty/9199sm_new.jpg
266,Indian Institute of Technology Guwahati,Sougata Karmakar,Design Centre for Disaster Management and Research,https://iitg.ac.in/iitg_faculty_details?name=Sougata-Karmakar&fac=N3VQRzFwa0E1T2FHa0wwM0FrRFhhQT09,"Virtual Simulation ( CAD and Digital Human Modeling ) 2 . Physical Ergonomics ( Product and Workstation design ) , Cognitive Ergonomics ( Information processing ) , Design and work environment , Design and Occupational Health",https://scholar.google.co.in/citations?user=OsTpMV8AAAAJ,14,21,https://iitg.ac.in/storage/faculty/3995SK-Design.jpg
267,Indian Institute of Technology Guwahati,Sreedeep S.,Civil Engineering Centre for Sustainable Polymers Centre for Sustainable Water Research,https://iitg.ac.in/iitg_faculty_details?name=Sreedeep-S.&fac=MlN6Rjh2aEFwSThsU3RTYWJDeFpYQT09,* Behavioral study on unsaturated porous medium * Characterization of geo-materials ( soil and rock ) * Thermal characteristic of geo-materials * Contaminant transport and retention study * Waste containment study * Landslides,https://scholar.google.co.in/citations?user=qOl1YgEAAAAJ,61,176,https://iitg.ac.in/storage/faculty/4529faculty.JPG
268,Indian Institute of Technology Guwahati,Subashisa Dutta,Centre for Sustainable Water Research Civil Engineering Centre for the Environment,https://iitg.ac.in/iitg_faculty_details?name=Subashisa-Dutta&fac=eVJFblczbnNZT3ZhM2Y4NWk1WlRsQT09,* Meso-Scale Distributed hydrological modeling * Satellite Remote Sensing and GIS for Water resource Management * Computational river hydraulics and its application * Watershed and Irrigation Management,https://scholar.google.co.in/citations?user=HSRALWQAAAAJ,21,44,https://iitg.ac.in/storage/faculty/1743faculty.JPG
269,Indian Institute of Technology Guwahati,Subhas Chandra Pan,Chemistry,https://iitg.ac.in/iitg_faculty_details?name=Subhas%20Chandra-Pan&fac=SEpwR0h1b3VZVmc2ZG5vcWorRENTZz09,"Synthetic organic chemistry : Natural product synthesis with the emphasis of new synthetic methodology ; development of new reaction , asymmetric organocatalysis and transition metal catalysis with new catalyst design ; mechanistic study .",https://scholar.google.co.in/citations?user=poffOnYAAAAJ,22,46,https://iitg.ac.in/storage/faculty/3320faculty.JPG
270,Indian Institute of Technology Guwahati,Subhash Thota,Physics,https://iitg.ac.in/iitg_faculty_details?name=Subhash-Thota&fac=VjZKVjI4WGNDVnpRNFFDM2J4UWw1UT09,Experimental Condensed Matter Physics,https://scholar.google.co.in/citations?user=vOjBt04AAAAJ,23,44,https://iitg.ac.in/storage/faculty/5560faculty.JPG
271,Indian Institute of Technology Guwahati,Subhendu Sekhar Bag,Chemistry Centre for the Environment,https://iitg.ac.in/iitg_faculty_details?name=Subhendu%20Sekhar-Bag&fac=cjlnc1p5aUtWcFpVcUxEVVJ6Y0JUdz09,"Bio-Organic/Medicinal Chemistry of Nucleic Acids , Peptides , and b-Lactam Antibiotics .",https://scholar.google.co.in/citations?user=hJenHXgAAAAJ,21,42,https://iitg.ac.in/storage/faculty/1158faculty.JPG
272,Indian Institute of Technology Guwahati,Subhradip Ghosh,Physics,https://iitg.ac.in/iitg_faculty_details?name=Subhradip-Ghosh&fac=VHQrTDhzd2IzZjJWZzdRSCtKTjlDQT09,"Computational material science , Electronic structure calculation and physic of chemically disorder alloy , magnetic material , complex oxide , material in low dimension .",https://scholar.google.co.in/citations?user=zJOfvfUAAAAJ,48,139,https://iitg.ac.in/storage/faculty/5873faculty.JPG
